11.00000,3.00000,4.00000,1.00000,1.00000,16.70000,1.00000,0.00000,0.00000,0.00000,1.00000
15.00000,3.00000,14.00000,0.00000,0.00000,7.85420,1.00000,0.00000,0.00000,0.00000,1.00000
17.00000,3.00000,2.00000,4.00000,1.00000,29.12500,0.00000,1.00000,0.00000,1.00000,0.00000
27.00000,3.00000,nan,0.00000,0.00000,7.22500,0.00000,1.00000,1.00000,0.00000,0.00000
51.00000,3.00000,7.00000,4.00000,1.00000,39.68750,0.00000,1.00000,0.00000,0.00000,1.00000
53.00000,1.00000,49.00000,1.00000,0.00000,76.72920,1.00000,0.00000,1.00000,0.00000,0.00000
54.00000,2.00000,29.00000,1.00000,0.00000,26.00000,1.00000,0.00000,0.00000,0.00000,1.00000
62.00000,1.00000,38.00000,0.00000,0.00000,80.00000,1.00000,0.00000,0.00000,0.00000,0.00000
64.00000,3.00000,4.00000,3.00000,2.00000,27.90000,0.00000,1.00000,0.00000,0.00000,1.00000
74.00000,3.00000,26.00000,1.00000,0.00000,14.45420,0.00000,1.00000,1.00000,0.00000,0.00000
77.00000,3.00000,nan,0.00000,0.00000,7.89580,0.00000,1.00000,0.00000,0.00000,1.00000
80.00000,3.00000,30.00000,0.00000,0.00000,12.47500,1.00000,0.00000,0.00000,0.00000,1.00000
81.00000,3.00000,22.00000,0.00000,0.00000,9.00000,0.00000,1.00000,0.00000,0.00000,1.00000
82.00000,3.00000,29.00000,0.00000,0.00000,9.50000,0.00000,1.00000,0.00000,0.00000,1.00000
83.00000,3.00000,nan,0.00000,0.00000,7.78750,1.00000,0.00000,0.00000,1.00000,0.00000
84.00000,1.00000,28.00000,0.00000,0.00000,47.10000,0.00000,1.00000,0.00000,0.00000,1.00000
84.00000,1.00000,28.00000,0.00000,0.00000,47.10000,0.00000,1.00000,0.00000,0.00000,1.00000
85.00000,2.00000,17.00000,0.00000,0.00000,10.50000,1.00000,0.00000,0.00000,0.00000,1.00000
89.00000,1.00000,23.00000,3.00000,2.00000,263.00000,1.00000,0.00000,0.00000,0.00000,1.00000
89.00000,1.00000,23.00000,3.00000,2.00000,263.00000,1.00000,0.00000,0.00000,0.00000,1.00000
93.00000,1.00000,46.00000,1.00000,0.00000,61.17500,0.00000,1.00000,0.00000,0.00000,1.00000
100.00000,2.00000,34.00000,1.00000,0.00000,26.00000,0.00000,1.00000,0.00000,0.00000,1.00000
105.00000,3.00000,37.00000,2.00000,0.00000,7.92500,0.00000,1.00000,0.00000,0.00000,1.00000
110.00000,3.00000,nan,1.00000,0.00000,24.15000,1.00000,0.00000,0.00000,1.00000,0.00000
111.00000,1.00000,47.00000,0.00000,0.00000,52.00000,0.00000,1.00000,0.00000,0.00000,1.00000
116.00000,3.00000,21.00000,0.00000,0.00000,7.92500,0.00000,1.00000,0.00000,0.00000,1.00000
119.00000,1.00000,24.00000,0.00000,1.00000,247.52080,0.00000,1.00000,1.00000,0.00000,0.00000
125.00000,1.00000,54.00000,0.00000,1.00000,77.28750,0.00000,1.00000,0.00000,0.00000,1.00000
137.00000,1.00000,19.00000,0.00000,2.00000,26.28330,1.00000,0.00000,0.00000,0.00000,1.00000
