1.00000,3.00000,22.00000,1.00000,0.00000,7.25000,0.00000,1.00000,0.00000,0.00000,1.00000
2.00000,1.00000,38.00000,1.00000,0.00000,71.28330,1.00000,0.00000,1.00000,0.00000,0.00000
3.00000,3.00000,26.00000,0.00000,0.00000,7.92500,1.00000,0.00000,0.00000,0.00000,1.00000
4.00000,1.00000,35.00000,1.00000,0.00000,53.10000,1.00000,0.00000,0.00000,0.00000,1.00000
5.00000,3.00000,35.00000,0.00000,0.00000,8.05000,0.00000,1.00000,0.00000,0.00000,1.00000
6.00000,3.00000,nan,0.00000,0.00000,8.45830,0.00000,1.00000,0.00000,1.00000,0.00000
7.00000,1.00000,54.00000,0.00000,0.00000,51.86250,0.00000,1.00000,0.00000,0.00000,1.00000
8.00000,3.00000,2.00000,3.00000,1.00000,21.07500,0.00000,1.00000,0.00000,0.00000,1.00000
9.00000,3.00000,27.00000,0.00000,2.00000,11.13330,1.00000,0.00000,0.00000,0.00000,1.00000
10.00000,2.00000,14.00000,1.00000,0.00000,30.07080,1.00000,0.00000,1.00000,0.00000,0.00000
12.00000,1.00000,58.00000,0.00000,0.00000,26.55000,1.00000,0.00000,0.00000,0.00000,1.00000
13.00000,3.00000,20.00000,0.00000,0.00000,8.05000,0.00000,1.00000,0.00000,0.00000,1.00000
14.00000,3.00000,39.00000,1.00000,5.00000,31.27500,0.00000,1.00000,0.00000,0.00000,1.00000
16.00000,2.00000,55.00000,0.00000,0.00000,16.00000,1.00000,0.00000,0.00000,0.00000,1.00000
18.00000,2.00000,nan,0.00000,0.00000,13.00000,0.00000,1.00000,0.00000,0.00000,1.00000
19.00000,3.00000,31.00000,1.00000,0.00000,18.00000,1.00000,0.00000,0.00000,0.00000,1.00000
20.00000,3.00000,nan,0.00000,0.00000,7.22500,1.00000,0.00000,1.00000,0.00000,0.00000
21.00000,2.00000,35.00000,0.00000,0.00000,26.00000,0.00000,1.00000,0.00000,0.00000,1.00000
